 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 322 788 12 1 ZTF_g 2218454424515 0 2.8667 153.241 5.62734 26.3756 2.44858e-05 0.0349563 -0.0693985 3.51537e-05 324 30. 0.104095 0.084706 20.4541 26.3756 2 2459972.9544213 788120145 1 -4.38723748670174 30.2299392052353 -0.161439078995743 1.11368892510079 -3.1886502686067 47.0448688204412 -0.0682354121100165 1.10466688791329 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 323 788 12 1 ZTF_r 2218468564515 0 3.2869 271.866 7.09135 26.292 1.90873e-05 0.0307266 0.121463 2.66622e-05 329 30. 0.106218 0.109783 19.9383 26.292 2 2459972.9685648 788120245 1 -3.6838079297394 47.0772024375492 -0.0870444594247627 0.92698624961045 29.6374074725683 66.9788203484532 0.445469432902167 1.13310118629451 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 324 788 12 1 ZTF_r 2218519024515 0 2.7548 277.293 7.142 26.3105 1.74257e-05 0.0294534 0.128435 2.44686e-05 328 30. 0.110203 0.099946 20.0891 26.3105 2 2459973.0190278 788120245 1 116.278358802156 42.1054444982259 3.07195916193568 1.27614097496777 179.455680182903 65.110973024442 2.77471394024601 1.0982858834391 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 325 788 12 1 ZTF_r 2223307154515 0 3.4902 270.456 12.9678 26.2843 4.15016e-05 0.0451858 0.117095 5.84522e-05 324 30. 0.120535 0.103291 19.2976 26.2843 1 2459977.8071528 788120245 1 95.7751477400233 75.9019438185387 1.40363676017641 0.969652161829661 163.409385721114 105.153227844477 1.56447843502248 1.13891221296171 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 326 788 12 1 ZTF_g 2223322594515 0 3.1007 143.587 12.2574 26.3372 5.24244e-05 0.0442266 -0.0570719 0.000100004 215 30. 0.104775 0.104255 19.4316 26.3372 2 2459977.8225926 788120145 1 48.1097695677993 75.6944368645402 0.707007654070685 0.994075771486801 1.41365491353323 109.312152598956 0.0130193754936995 1.12177812699071 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 327 788 12 1 ZTF_g 2223325564515 0 2.7129 147.841 13.1168 26.3366 3.27235e-05 0.0363165 -0.0566806 6.01486e-05 239 30. 0.10669 0.08312 19.4792 26.3366 1 2459977.8255671 788120145 1 -171.684355444128 74.2755412500191 -2.57122272733839 0.993734033075484 -203.409808264182 115.932913171739 -1.76636452430599 1.09222526634357 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 328 788 12 1 ZTF_r 2224193484515 33554433 2.7328 116.445 32.4892 25.2999 0.000252122 0.0548356 0.106211 0.000368954 108 30. 0.15052 0.109153 17.4467 25.2999 2 2459978.6934838 788120245 1 97.5234137395063 171.975489896131 0.630807925048403 0.921669028237279 84.7588033380922 266.853591160326 0.319762077715109 1.08637370454562 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 329 788 12 1 ZTF_r 2225219084515 0 2.0362 247.355 17.8901 26.204 2.67175e-05 0.0363582 0.118964 3.7603e-05 325 30. 0.107871 0.098612 19.2289 26.204 2 2459979.7190856 788120245 1 148.292729447029 85.5383492256502 1.92847403183322 1.13234134695842 232.703226381577 147.830263547903 1.58472622842821 1.07458498673863 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 330 788 12 1 ZTF_g 2225249354515 0 2.5841 134.413 18.5057 26.2721 6.76945e-05 0.0468112 -0.0485842 0.000125267 191 30. 0.107664 0.094365 19.0643 26.2721 2 2459979.7493519 788120145 1 113.884337173546 107.970993400464 1.17330710994157 0.9765878304263 178.126448330044 172.430349930017 1.03999174322164 1.0912355253764 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 331 788 12 1 ZTF_g 2225299404515 0 2.33 139.635 17.4023 26.3241 3.82314e-05 0.0377017 -0.0692427 7.19727e-05 214 30. 0.112063 0.089787 19.2591 26.3241 1 2459979.7994097 788120145 1 -97.5146210801119 94.4261393304042 -1.14876793538974 0.909571176319665 -13.544232268053 159.262105651562 -0.0856164333371088 1.07985784155629 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 332 788 12 1 ZTF_g 2225341894515 0 1.8296 141.553 16.7048 26.3653 2.97744e-05 0.035484 -0.0833509 5.44572e-05 249 30. 0.108776 0.083546 19.5494 26.3653 2 2459979.8418981 788120145 1 36.7175160537473 70.551536830216 0.578924082522539 1.08820596527228 108.713222514989 132.181531389047 0.827993223964884 1.05659694411503 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 333 788 12 1 ZTF_r 2225405874515 0 1.6813 265.088 15.349 26.3289 5.0118e-05 0.0495113 0.135816 7.00119e-05 322 30. 0.096103 0.110249 19.6519 26.3289 1 2459979.9058796 788120245 1 197.915399999028 69.9592322805688 3.14694646259909 1.71234782277036 145.67395197445 125.448753273838 1.1690436978852 1.0734728656314 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 334 788 12 1 ZTF_g 2226205214515 0 1.9985 137.825 20.6196 26.3005 3.44041e-05 0.0354258 -0.0418848 6.52592e-05 211 30. 0.10243 0.084849 19.1807 26.3005 2 2459980.7052199 788120145 1 -87.8459382162086 94.9823443960913 -1.02880626873525 1.0858784913007 -122.947727620695 172.036076561274 -0.71947576411929 1.06116596918371 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 335 1822 2 1 ZTF_r 2226368880515 0 2.3185 612.064 15.2854 26.3832 2.02302e-05 0.0302068 0.0903053 2.69648e-05 292 30. 0.108066 0.078289 19.4727 26.3832 2 2459980.8688889 1822120205 1 216.678322888029 72.1694471127663 3.33977253055267 1.0210170270967 304.733262516143 129.045871164522 2.37733804114404 1.03707734022534 0.449660763777972 17.860000038147 0.0520000010728836 4.66300010681152 0.224999994039536 2458439.889294 2458772.004201 0
 336 788 12 1 ZTF_r 2226436624515 37748736 2.2561 275.472 14.7079 26.412 9.73634e-05 0.0668433 0.130785 0.000136619 306 30. 0.100475 0.101968 19.5774 26.412 2 2459980.9366204 788120245 1 116.147983854348 79.7023582913432 1.62104587285763 1.16259535239698 93.8909664886998 135.359299541867 0.698314248595626 1.08418163001542 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 337 788 12 1 ZTF_g 2228213904515 0 3.8326 137.643 17.5052 26.2985 7.34771e-05 0.0379261 -0.0694144 0.000141415 131 30. 0.131991 0.101456 18.8065 26.2985 2 2459982.7139005 788120145 1 -20.9532154132957 130.189983186362 -0.179030864193316 0.942426918122299 76.2207916515786 168.337985399689 0.455833797027548 1.15312610127084 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 338 788 12 1 ZTF_r 2229351494515 33554432 3.1883 178.948 20.3796 25.9034 9.48035e-05 0.0520829 0.12101 0.000143082 197 30. 0.132646 0.107782 18.4348 25.9034 2 2459983.8514931 788120245 1 -100.139559365654 130.368631042475 -0.854451412418779 0.945578045772135 -230.294884817686 184.597739849055 -1.25595218179002 1.12558950914243 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 339 788 12 1 ZTF_r 2229393144515 0 3.1223 236.396 15.9835 26.1412 4.57406e-05 0.0443248 0.126936 6.34765e-05 295 30. 0.124241 0.113979 18.9852 26.1412 1 2459983.8931481 788120245 1 -26.0458540893073 99.2602119966756 -0.291889320789791 1.02867694949145 113.09494219271 145.387765351405 0.783123964111362 1.12214101250213 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 340 788 12 1 ZTF_r 2229396044515 33554432 3.3065 171.942 21.619 25.8175 0.000104311 0.0504229 0.101038 0.000159401 174 30. 0.123906 0.113374 18.2608 25.8175 2 2459983.8960417 788120245 1 -119.18071834177 136.137012161567 -0.973833219231934 0.967002371756087 -356.132676086524 194.0694371914 -1.84743798579902 1.12680533791856 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 341 788 12 1 ZTF_g 2229407934515 0 2.8789 89.946 18.6087 25.8384 0.000109686 0.0447633 -0.0535342 0.000194616 126 30. 0.123598 0.110025 18.5661 25.8384 2 2459983.9079398 788120145 1 194.515216430486 106.000457847243 2.04127088277646 1.03764050312971 259.733471313449 160.787133168508 1.62626689109786 1.11658401084116 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 342 788 12 1 ZTF_g 2230202234515 33554432 4.24 133.924 11.0706 26.2606 0.0003948 0.10786 -0.0460171 0.000735184 176 30. 0.188916 0.121855 19.1889 26.2606 2 2459984.7022338 788120145 1 -31.6805217469938 83.8009336195698 -0.42053124543525 1.04098416095745 -80.7332503581547 104.280521466651 -0.779407240213023 1.1851057779253 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 343 1822 2 1 ZTF_g 2230329310515 0 3.2302 571.709 11.8402 26.4373 3.83215e-05 0.0387548 -0.115517 6.79246e-05 215 30. 0.115724 0.091882 19.5044 26.4373 2 2459984.8293171 1822120105 1 -39.0053622082052 62.4459766633444 -0.694823748475863 1.09497036494725 1.24668968875338 93.0371288900947 0.0134901649535848 1.05243342177515 0.568315535857558 18.9919998168945 0.0560000017285347 3.56699991226196 0.300000011920929 2458205.769931 2459624.785046 0
 344 788 12 1 ZTF_g 2230406874515 0 2.5526 153.223 12.0829 26.3635 3.38866e-05 0.0385274 -0.0402164 5.95935e-05 258 30. 0.104568 0.08935 19.6272 26.3635 2 2459984.906875 788120145 1 158.86899590379 65.920278243691 2.68086484662815 0.900775048797676 319.860579091829 105.510443088061 3.05197143591183 1.08916257702737 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 345 788 12 1 ZTF_r 2230464714515 0 2.8036 269.373 10.8724 26.2999 2.58783e-05 0.035559 0.134175 3.61428e-05 326 30. 0.113008 0.088477 19.6213 26.2999 2 2459984.9647106 788120245 1 162.058506387187 61.3133148126147 2.94016590288331 1.02179880053525 153.278980628392 95.0254367379151 1.62389491360524 1.08548103228197 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 346 788 12 1 ZTF_r 2231175564515 0 3.545 263.122 8.83033 26.2532 3.28339e-05 0.0404841 0.126896 4.63972e-05 328 30. 0.12111 0.108115 19.6135 26.2532 2 2459985.6755671 788120245 1 130.843221082415 59.3576226304694 2.45205117432453 1.02916061049825 167.102770679965 80.1760769898385 2.09823458281774 1.14341451068452 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 347 788 12 1 ZTF_g 2231204884515 8 4.6725 138.418 7.06682 26.2634 5.87413e-05 0.0446343 -0.0716321 0.000112301 199 30. 0.138642 0.126975 19.6016 26.2634 2 2459985.7048843 788120145 1 32.1300589708385 62.3853950260046 0.572906031319584 1.01916571216964 108.694507907271 74.5388593038513 1.46804730705211 1.34237489462636 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 348 788 12 1 ZTF_r 2231223564515 0 3.5395 272.616 8.97286 26.2928 3.60732e-05 0.0423366 0.128086 5.06589e-05 327 30. 0.127748 0.1172 19.6522 26.2928 2 2459985.7235648 788120245 1 13.6865377734041 60.242596976178 0.252722969567434 1.12393646248013 39.676663096479 81.9523731693651 0.487403673139249 1.1394546256767 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 349 788 12 1 ZTF_g 2231268484515 0 2.8442 150.565 9.91248 26.3487 2.60766e-05 0.0340745 -0.050614 4.45449e-05 268 30. 0.106449 0.094851 19.7609 26.3487 2 2459985.7684838 788120145 1 70.1363921938949 57.6695690260538 1.35285582925756 0.962241992136711 162.92166060011 89.3380938635266 1.83593515671479 1.09229922658037 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 350 788 12 1 ZTF_g 2231338364515 0 2.7888 154.805 10.0293 26.3706 3.19036e-05 0.0380775 -0.0518016 5.36609e-05 271 30. 0.107023 0.097534 19.7759 26.3706 1 2459985.8383681 788120145 1 33.3855292556105 57.2546002369015 0.648638435993596 1.00383154897829 90.2183120144141 88.5002675897197 1.02627867700463 1.09269833027969 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 351 788 12 1 ZTF_r 2231395394515 0 3.301 281.517 10.1108 26.3184 2.76757e-05 0.0372334 0.133726 3.89649e-05 328 30. 0.113099 0.112791 19.6357 26.3184 1 2459985.8953935 788120245 1 43.6519712396192 59.0547470319373 0.822249935316042 1.14935526331316 36.7152044611661 85.0762390797164 0.434463063664393 1.11236106964197 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 352 788 12 1 ZTF_g 2238279524515 33554432 3.5678 35.8144 8.20203 24.7725 0.000230466 0.0541404 -0.0780757 0.000444236 96 30. 0.136514 0.111002 18.2099 24.7725 2 2459992.7795255 788120145 1 102.278170568526 52.0995108167667 2.18375597774332 0.988142428531672 60.64432213255 70.400663598054 0.867218602936093 1.16014253872543 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 353 788 12 1 ZTF_r 2238330854515 33554464 3.7938 42.0151 11.7782 24.1912 0.000400511 0.0571872 0.111999 0.000555167 78 30. 0.149644 0.119798 17.1746 24.1912 2 2459992.8308565 788120245 1 -43.7427862354846 75.3320352566124 -0.645924179871619 0.984588493031869 -13.2236832819691 99.1095880189647 -0.13432348792681 1.16595900969965 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 354 788 12 1 ZTF_g 2238346864515 33554432 3.963 57.6227 7.76065 25.2904 0.000123392 0.0495136 -0.0432882 0.000229406 133 30. 0.119345 0.106696 18.6935 25.2904 2 2459992.8468634 788120145 1 39.3742858941845 52.0441801159204 0.841579833791838 0.938456622559181 50.9476106039148 66.7363595326197 0.768557740515172 1.18191804248483 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 355 788 12 1 ZTF_g 2238353094515 33554432 4.453 36.3946 8.29954 24.8001 0.000448904 0.0545378 -0.063914 0.000897139 66 30. 0.141833 0.117944 18.0003 24.8001 1 2459992.8530903 788120145 1 -39.2664668139578 63.136157198286 -0.691828552000995 0.9937266562855 -119.701734342053 76.8713950957686 -1.56765637282559 1.25716569214361 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 356 788 12 1 ZTF_r 2238367524515 33554432 4.263 72.1532 11.297 24.8185 0.000152497 0.0452543 0.119218 0.000223363 117 30. 0.156648 0.133968 17.7232 24.8185 1 2459992.8675231 788120245 1 -13.1082838429937 81.2716349002674 -0.17941619483852 1.07577057598381 17.6005394831856 101.034696117504 0.175376190656752 1.22820971146161 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 357 788 12 1 ZTF_r 2239153574515 33554432 3.9351 167.362 11.1665 25.7284 0.000209284 0.0857185 0.126265 0.000311414 230 30. 0.131627 0.114686 18.7331 25.7284 2 2459993.6535764 788120245 1 -153.501765595143 77.0003564104658 -2.21756031446206 1.00729959278847 -232.516772356608 98.1617681287819 -2.38466350656153 1.17814242890243 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 358 788 12 1 ZTF_g 2239235344515 0 3.1961 105.581 6.99865 25.998 4.18268e-05 0.0427421 -0.0628724 7.37274e-05 255 30. 0.108419 0.095163 19.7044 25.998 2 2459993.7353472 788120145 1 -38.1163468634954 41.6818709156792 -1.01722931461564 1.08342210859918 -48.2616971679696 59.7024498875185 -0.813814886435436 1.12560279653843 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 359 788 12 1 ZTF_g 2239301604515 0 2.6419 94.2452 7.44796 25.8213 3.10553e-05 0.0370845 -0.0631561 5.42547e-05 264 30. 0.109437 0.089559 19.6754 25.8213 2 2459993.8016088 788120145 1 29.941805057716 38.9765945825047 0.854533096437951 1.00924924829429 17.2742729701554 62.3478549411301 0.278928861448459 1.097038047962 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 360 788 12 1 ZTF_r 2239319874515 0 3.0022 258.528 8.72711 26.2379 2.98669e-05 0.0383172 0.136549 4.22482e-05 322 30. 0.112044 0.103385 19.7973 26.2379 2 2459993.8198727 788120245 1 53.714187195049 48.6428951234594 1.22835640332615 1.0917531596767 67.6776588730246 72.0245654063065 0.945975465662394 1.13317500103359 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 361 788 12 1 ZTF_r 2240235944515 0 2.711 264.855 7.56905 26.2736 1.98104e-05 0.0311628 0.128173 2.78681e-05 323 30. 0.103676 0.098658 20.0356 26.2736 2 2459994.7359491 788120245 1 58.837997526338 43.4116869860684 1.50766905787829 1.06198779449978 88.6447294655082 67.8123526075868 1.31601033420923 1.09347430014321 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 362 788 12 1 ZTF_r 2240311384515 33554432 2.1624 144.344 9.18296 25.592 4.22274e-05 0.0457037 0.117589 5.93198e-05 327 30. 0.104417 0.091567 19.3884 25.592 2 2459994.8113889 788120245 1 -12.9475505962564 39.1337095137236 -0.368036931365157 1.05563705582291 -29.1922301656043 69.1183945112105 -0.425195662069021 1.06428581474893 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 363 788 12 1 ZTF_g 2240368424515 0 2.7113 139.524 6.25819 26.2646 2.67886e-05 0.0360547 -0.0510983 3.96591e-05 310 30. 0.109128 0.09268 20.2206 26.2646 2 2459994.8684259 788120145 1 66.0562166836833 35.7574785272582 2.05495166307771 1.15178560671769 43.5912835753945 55.456673551337 0.791336201181818 1.10245989646066 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 364 788 12 1 ZTF_g 2240402194515 0 2.4619 149.294 5.97368 26.3319 2.0573e-05 0.032079 -0.060865 2.93498e-05 324 30. 0.105405 0.092058 20.4445 26.3319 2 2459994.9021991 788120145 1 39.689037564189 33.7354315606706 1.30869697482681 1.07577999819255 70.2253894183444 53.9144918742207 1.31130534664823 1.10224858087164 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 365 788 12 1 ZTF_g 2242343064515 33554432 2.1425 74.3103 6.2112 25.5403 0.000179015 0.0904855 -0.0457235 0.000294841 278 30. 0.105216 0.088383 19.8082 25.5403 1 2459996.8430671 788120145 1 39.3660043451088 26.404375175088 1.65844182629946 1.27586665775327 48.5524718540397 46.5010726409552 1.05114726971672 1.0835716155956 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 366 788 12 1 ZTF_g 2242344004515 0 1.8418 114.093 6.06997 26.0222 2.3956e-05 0.0343905 -0.0538464 3.5215e-05 314 30. 0.100515 0.090865 20.4006 26.0222 2 2459996.8440046 788120145 1 56.3940126314312 24.573792620419 2.55279305364233 1.66119968580736 108.51216940928 43.55160681287 2.50835762691554 1.07942452502788 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 367 788 12 1 ZTF_r 2242368804515 33554464 2.8934 24.2978 8.62369 23.6441 0.00117649 0.112717 0.125826 0.00177053 94 30. 0.158216 0.113716 17.2097 23.6441 2 2459996.8688079 788120245 1 30.2458278635094 49.0425555681653 0.686036439675854 0.997854210670865 -9.73572336846648 75.0455740804345 -0.130604557904933 1.09865531412353 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 368 788 12 1 ZTF_g 2242385304515 33554432 1.9787 39.6416 6.31636 24.9022 9.32656e-05 0.0567599 -0.0710446 0.00018151 199 30. 0.11583 0.090306 19.1066 24.9022 2 2459996.8853009 788120145 1 31.0340986685858 26.795079364728 1.28836491627026 1.06424098266443 67.7191361187568 48.3335646498489 1.41051521630205 1.0659713725726 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 369 788 12 1 ZTF_g 2259289144515 0 2.7092 139.291 11.7954 26.3066 3.40236e-05 0.0379994 -0.0525281 6.03314e-05 244 30. 0.107481 0.09184 19.5516 26.3066 2 2460013.7891435 788120145 1 96.6129953106855 68.9112587287269 1.55955309585332 1.00879438268185 134.050402443071 108.731482456731 1.24116067000012 1.08437131156475 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 370 1822 2 1 ZTF_g 2259331630515 0 2.349 432.199 14.8541 26.1378 4.26967e-05 0.0395789 -0.0979692 7.77178e-05 197 30. 0.10813 0.086325 19.2443 26.1378 2 2460013.8316319 1822120105 1 37.941172679458 67.229845624272 0.627774161932262 1.06436025738136 81.492162866559 121.234142200916 0.676715451462068 1.02563362598534 0.568315535857558 18.9919998168945 0.0560000017285347 3.56699991226196 0.300000011920929 2458205.769931 2459624.785046 0
 371 788 12 1 ZTF_r 2262287314515 0 2.211 171.307 6.47179 25.8068 2.26987e-05 0.0336088 0.126011 3.19306e-05 326 30. 0.098994 0.093262 19.998 25.8068 2 2460016.7873148 788120245 1 24.8406341648242 30.1800172500057 0.915583581787987 1.54597187063458 43.4046150536357 52.6067497503972 0.830633860495678 1.07668186617482 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 372 788 12 1 ZTF_r 2262382734515 0 2.5935 253.643 8.55494 26.2138 2.0664e-05 0.0316879 0.130989 2.90565e-05 324 30. 0.100266 0.104255 19.8818 26.2138 2 2460016.8827315 788120245 1 15.7508902158593 46.6248269223396 0.375787796830528 1.15031530247074 -21.048342558886 73.259530120622 -0.289247068908919 1.09391721472151 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 373 787 9 0 ZTF_g 2263201933215 4194304 1.781 108.315 5.31905 26.13 2.64275e-05 0.0339592 -0.0817942 3.58218e-05 300 30. 0.100791 0.087222 20.6619 26.13 2 2460017.7019329 787120132 1 -13.6883893634909 23.0807768517363 -0.659715562417727 1.9351594560755 -11.3102550285744 43.3537201850804 -0.262640211689257 1.07419746405986 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 374 788 12 1 ZTF_g 2263202404515 0 1.6786 132.01 5.53768 26.2381 1.90937e-05 0.0309581 -0.0680088 2.71499e-05 325 30. 0.090994 0.084519 20.6844 26.2381 2 2460017.7024074 788120145 1 -4.17153202707613 24.7035726794896 -0.187841097491392 1.41148418248981 -5.00380675632653 45.9855169510194 -0.109545526868591 1.06375159922699 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 375 788 12 1 ZTF_r 2263369444515 33554432 2.7411 126.087 9.35875 25.4911 3.97977e-05 0.0431285 0.106895 5.60163e-05 308 30. 0.110357 0.120749 19.0768 25.4911 2 2460017.8694444 788120245 1 -10.905394905498 50.2081474511499 -0.241613947317448 1.08125368220659 61.9957343094596 79.8025246066144 0.782096549634467 1.10818188695608 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 376 787 9 0 ZTF_r 2263377443215 37748736 2.3305 75.3938 12.1352 25.0574 7.20433e-05 0.0519603 0.128521 9.79202e-05 254 30. 0.117597 0.111927 18.5196 25.0574 2 2460017.8774421 787120232 1 12.7765764921389 45.0729321597535 0.315321431154727 1.03522539429415 118.122045082485 76.1224597239851 1.56218814110112 1.08925257743258 0.462397800485168 17.9640001296997 0.0590000003576279 4.32499980926514 0.386999994516373 2458160.745150 2458229.694375 0
 377 788 12 1 ZTF_r 2263399144515 33554432 1.9144 80.2626 10.7 25.0218 6.46259e-05 0.0468189 0.131972 9.25606e-05 232 30. 0.122878 0.111672 18.611 25.0218 2 2460017.8991435 788120245 1 -44.6249264063248 52.5247417776131 -0.945079598216188 1.04454345876109 -57.9428340439991 89.7362658152198 -0.650050253764041 1.09182935633101 0.551987440985924 17.8479999542236 0.0610000006854534 4.52099990844727 0.305999994277954 2458182.832801 2458224.749641 0
 378 787 9 0 ZTF_g 2266195893215 4194304 2.0427 120.525 5.18064 26.2333 2.41845e-05 0.0325563 -0.0759424 3.29311e-05 301 30. 0.106595 0.086548 20.6568 26.2333 2 2460020.6958912 787120132 1 -16.0412442265663 22.8069386148871 -0.782394625343541 2.24697449983012 -14.2443627272881 40.1642345204693 -0.357041519675823 1.08288873979015 0.438649327263071 18.9789998054504 0.0759999975562096 5.01700019836426 0.462999999523163 2458166.884375 2458276.724259 0
 379 788 12 1 ZTF_g 2266196824515 0 2.0585 146.764 5.852 26.3152 1.641e-05 0.0282901 -0.0693985 2.32589e-05 322 30. 0.09326 0.084102 20.6579 26.3152 2 2460020.6968287 788120145 1 0.366718646667161 24.0838593916309 0.0169379837285359 1.45787355660233 -29.8831930824055 42.78863037824 -0.703094673543036 1.0706191421681 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
 380 788 12 1 ZTF_g 2266217544515 0 2.0191 148.553 5.55905 26.332 1.81582e-05 0.0298037 -0.0753663 2.54533e-05 323 30. 0.091757 0.082554 20.7452 26.332 1 2460020.7175463 788120145 1 35.0576492857413 22.3192010185047 1.74726569179785 2.00363871354471 7.98425714942104 39.8243239374613 0.201837238802058 1.06856962055199 0.559311090529057 18.9760000228882 0.0670000016689301 4.8600001335144 0.347000002861023 2458166.882269 2458272.703889 0
